SRR1566022	SRR1566023	SRR1566024	SRR1566028	SRR1566029	SRR1566030	SRR2773794	SRR2773795	SRR2773796	SRR2773797	SRR2773798	SRR2773799
1669	766	598	783	290	437	1007	642	852	1145	58	735
19252	8326	8066	9562	8130	7602	11817	11626	14676	16097	612	10923
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
8425	4187	3940	5546	4306	4234	6116	6139	7999	7258	259	6008
1746	561	588	1280	790	862	1056	856	1291	1526	23	1052
330	118	134	157	76	133	214	113	249	210	8	213
576	170	323	556	243	383	367	427	536	448	20	533
11	1	9	4	3	0	5	0	0	2	0	2
12	1	14	2	2	1	2	2	2	2	0	1
11859	6895	8688	6998	6588	7077	7017	8550	13429	10246	1471	10593
216	132	403	29	32	38	35	26	97	106	20	99
35	49	64	2	4	3	9	7	27	25	0	16
18	12	4	143	89	132	23	44	61	29	7	88
23	8	15	9	19	17	16	16	14	20	738	10
129	37	127	7	16	17	2	0	2	11	8	2
5183	2407	3098	1879	1348	1502	2693	2693	4351	3921	102	3170
2302	1801	1346	1993	2383	1695	1497	2279	2664	2552	60	2177
6	3	4	5	9	7	5	7	10	8	1	20
181	164	368	160	258	239	93	133	311	124	29	200
34	19	15	2	2	2	5	10	9	6	1	11
2751	1414	1375	1904	1333	1226	1912	1721	2343	2678	57	1964
2375	1002	1016	1108	695	804	1389	1074	1569	1954	30	1275
5289	3216	4163	3477	3095	3488	3905	4764	7809	5514	136	6133
641	343	440	263	284	324	383	557	775	558	17	667
1637	677	615	893	543	518	1110	772	986	1395	41	941
2761	1184	1318	1787	1151	1288	1861	1580	2360	2772	75	2033
10052	3439	3074	4465	2981	2869	6385	4443	5485	7766	365	4716
9165	4222	5285	6228	5084	5257	7046	6335	9787	8773	256	8588
8710	4856	4860	5289	4452	4410	5333	5764	7944	7441	132	6825
5116	1182	1310	2387	1069	1255	3099	1478	2159	4058	64	1898
2419	1165	1109	1278	1052	963	1398	1418	1863	1933	41	1582
3930	1274	1296	2368	1774	1377	2539	1927	2223	3510	75	1990
8857	4140	3948	5348	3855	3594	6102	5330	7374	7798	287	5994
26455	12285	21364	9614	9441	11124	9955	13701	23299	13697	774	23306
2777	1079	1565	1172	817	1162	1280	1325	2186	1676	37	1984
602	381	464	2627	2991	3041	940	1848	2151	1053	85	2490
2105	1445	1992	1428	2351	2521	1607	3050	3913	1845	381	4191
3	1	1	2	2	3	1	4	9	3	7	7
3590	1841	1433	1555	1705	1537	3411	2798	3494	3422	182	2295
3743	1421	1222	1518	1084	1016	2463	1809	2413	3825	85	1723
4539	1935	1485	2564	1570	1305	3057	2266	2503	4054	77	1995
3866	1965	2512	1815	1516	1691	2129	3064	4182	2908	206	3485
139	41	86	142	58	81	122	56	137	179	4	104
3138	1590	1448	2773	1897	1898	2301	2097	2676	3013	47	2140
5379	2548	3594	2547	2510	2401	3185	3946	5790	4484	223	4808
4285	2012	1744	2142	1734	2102	2836	3266	4192	3233	110	2743
1140	673	538	627	436	512	703	841	957	590	89	609
2333	985	994	1966	873	937	1917	1119	1573	3390	239	1436
3956	1425	1764	1714	1082	982	2024	1749	2542	2940	38	2235
8224	4713	6902	8527	5836	7375	5888	7670	11890	7135	435	10530
5101	2148	2463	4530	2572	2716	3705	3253	4334	4916	161	3875
4788	2181	1714	2814	1774	1425	2986	2494	2821	4062	97	2273
51588	26137	24682	37163	28263	25130	36355	34464	46298	49977	990	37185
1807	801	970	1081	514	718	1111	854	1412	1627	35	1260
8178	5789	5933	6652	6470	7158	6298	9110	13142	8587	204	9516
3184	1117	1222	1676	1008	1027	1975	1373	1893	2526	42	1747
4781	2263	3969	5321	3270	4162	3476	3509	5478	4167	131	5695
3383	1429	1145	1213	676	688	1561	1438	1500	2208	57	1392
3840	1010	884	2413	1165	1160	2855	1378	1716	3945	53	1498
16291	6322	5843	7138	4016	4226	9181	7389	9178	12502	289	7576
3650	1340	1465	1808	1097	1389	1984	1673	2483	2835	63	1885
4381	1809	1272	2080	1529	1135	2617	2052	2253	3827	53	1766
9053	8721	8201	6295	7489	6916	10046	13105	17437	11246	540	12420
3648	1278	1063	1147	733	774	1955	1411	1724	2258	80	1337
2070	546	646	1288	621	682	1894	891	1141	2062	43	880
10	1	3	0	3	3	1	0	0	3	0	3
30759	33373	34332	25681	34121	31497	21443	43822	58598	29594	2075	46931
5465	3280	6302	5994	8957	8312	4505	7678	10515	5812	269	9224
3822	1700	1731	3610	2235	2396	2790	2629	3530	3615	120	2795
152	70	57	9	10	6	56	47	52	65	2	59
79	87	94	92	91	138	71	190	270	73	10	156
6799	3888	3606	5702	2965	3276	5514	4533	6648	6891	147	4893
613	852	1263	635	1293	1772	815	2338	3376	992	340	2640
2778	902	1038	2449	1406	1367	1748	1427	1818	2379	64	2083
15464	5826	5517	13229	10233	8586	11863	10038	12644	17783	248	11467
13841	3812	4423	11616	5562	6785	11164	6094	9908	15654	268	9107
6611	4558	5576	4190	4132	4742	4947	6802	10226	6502	238	7647
20	10	16	39	48	40	30	61	49	46	4	47
42	16	34	1	5	7	17	18	31	17	1	34
3	2	2	5	4	3	2	3	6	0	0	5
103	56	69	3	5	3	42	56	94	64	0	67
20	14	27	5	14	14	11	12	38	17	0	35
4179	1576	1465	3510	2589	2524	4161	3179	3904	5574	170	3070
2637	1533	2382	5529	5497	6527	3584	6152	8281	3343	177	5448
7835	4316	4371	5925	4944	5350	5518	6229	8993	6650	185	6533
2620	1188	944	1465	1096	982	1651	1363	1619	2258	25	1451
774	517	625	753	683	882	559	854	1395	669	28	913
1232	862	964	1428	1044	1316	1100	1460	2288	1033	47	1372
5152	2338	2244	3532	2583	2493	3656	3284	4092	4801	115	3415
3938	1791	1927	3395	2028	2402	2757	2725	3355	3429	115	3010
3896	1784	1907	3370	2021	2375	2734	2719	3320	3389	114	2979
4987	2040	1936	3752	2519	2465	3246	2815	3498	4376	112	3078
1886	681	598	1132	531	573	1058	823	972	1502	30	921
5205	2140	2275	3132	2143	2084	3167	2793	3868	4094	89	3249
4114	2420	2152	4003	2980	3425	3301	4422	5559	3492	145	4024
5838	2512	1984	2781	2632	2486	3801	3441	4148	5453	181	3318
726	499	536	642	596	621	755	1021	1411	594	32	924
53	48	49	52	93	77	75	89	115	38	5	79
96	188	272	81	299	473	163	527	914	119	28	480
1918	1057	858	1419	1562	1828	1582	2703	3248	1601	240	2253
1	1	0	0	0	1	1	0	0	0	3	2
714	385	1252	609	1129	1329	379	1205	1971	664	40	2026
267	243	309	526	882	847	305	764	1019	374	52	845
3043	1249	1171	2051	1446	1154	2257	1861	2090	3224	66	1743
162	70	67	81	82	87	78	104	157	70	7	113
147	55	52	58	62	72	66	76	122	64	3	75
4120	4085	4986	4551	4230	5090	3759	7101	9806	3807	211	7671
898	963	874	1043	817	797	887	1369	1502	843	47	1131
3407	1311	1259	1751	1161	1144	2406	1699	2388	2982	57	1749
0	1	3	1	3	4	1	1	4	5	0	3
0	0	0	0	0	1	1	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	2	1	1	2	0	0
4	8	34	21	13	34	5	12	31	14	3	38
1335	991	2612	2207	1035	1247	963	1857	2596	1841	151	3602
295	143	298	1506	409	402	389	430	649	681	36	551
685	394	1821	64	14	21	97	414	502	792	58	2157
37	34	243	32	197	183	17	29	57	45	21	273
39	60	171	2	16	16	14	16	40	49	6	43
9	10	13	6	6	13	1	14	23	6	1	19
3	0	1	3	0	3	0	2	6	0	0	7
506	1343	1292	197	157	182	316	1090	1399	283	51	909
215	598	590	2	5	6	83	311	363	47	8	224
2	3	1	0	0	0	2	1	1	1	0	2
90	198	296	236	371	418	144	330	563	214	32	411
8604	3906	4200	8309	5581	5672	6472	6199	8291	8886	251	6928
15471	6465	6116	3988	3331	3770	7615	6976	9327	10286	880	6998
5	4	0	1	6	5	4	4	7	7	6	3
349	195	170	520	369	469	256	416	544	498	39	532
7785	2841	3021	3874	1718	1917	4395	3042	4066	6295	114	3831
3178	1232	1327	1292	622	888	1596	1219	1952	2216	44	1672
2089	1206	1331	668	516	547	1007	1017	1468	1355	38	1268
3134	1632	1547	1771	1218	1122	1857	1840	2383	2631	56	2049
151	156	166	87	62	96	69	126	214	142	1	197
73	39	44	111	89	76	37	61	71	63	3	61
15576	9168	8332	9784	8931	7815	10902	11605	14792	14229	383	11397
14	6	18	6	5	3	16	16	33	7	4	13
15037	8774	7955	9308	8601	7453	10466	11112	14131	13745	356	10864
0	0	0	1	0	0	1	0	0	0	0	1
6628	3470	3427	3334	2670	2787	4150	4346	5912	5674	129	4522
11393	4136	5211	8076	4490	5017	6832	5605	7760	9757	176	7559
6748	2212	2601	4008	2160	2377	3674	2802	3677	5153	93	3636
2105	801	934	1083	532	704	1186	841	1331	1746	35	1260
3075	1518	1524	2685	1718	1852	2415	2112	2950	3514	113	2415
75611	59307	75478	57066	59882	68312	55001	79968	126380	73078	4281	102460
6119	1921	2042	3340	1993	2041	3860	2537	3550	5228	90	3255
2783	1675	1327	2133	1817	1631	1854	1870	2625	2378	37	1916
30922	16757	17992	11665	14295	15099	20082	19884	37899	23292	866	23040
5	1	6	10	8	19	20	14	18	14	1	15
14539	7878	12752	6961	7674	8658	8378	12180	19145	12384	769	17406
0	0	0	0	0	0	0	0	1	0	0	0
27317	10236	14393	9130	7334	7858	14310	13538	21248	18710	1419	21204
7233	2786	3006	4635	3233	2942	4628	3984	5102	6177	166	4443
10841	6676	6615	10138	7995	7817	7465	9528	10918	9710	244	9584
768	365	627	500	474	505	560	710	879	766	59	1059
22336	6490	9971	6047	6279	4984	7944	8552	11290	10088	782	13758
2430	1299	1770	1373	1708	1759	1413	2600	3661	2239	73	3999
7079	872	3550	2407	1892	1375	2792	1568	2709	3933	244	7768
1877	922	1189	1926	1495	1268	1098	1369	1639	1505	89	1992
1308	1027	1129	209	618	731	724	1586	2288	576	84	1698
1706	708	995	1324	536	666	951	864	1249	1012	33	1214
474	297	540	90	308	460	270	928	1315	395	237	810
6620	3252	3852	3884	3056	2548	3331	3826	5001	4717	128	4994
1168	669	1129	1783	1683	2040	1031	1692	2720	1856	130	3301
8648	2899	3056	4088	2722	3227	6132	4428	6355	7493	435	4758
3947	4679	5916	8236	9346	13192	6020	11755	18896	6236	660	12543
7864	3275	3887	5974	4045	4947	6037	4784	8151	8871	122	6345
2769	1687	3717	5797	4081	4592	3359	4287	6748	4300	183	6128
3079	1475	1653	2943	2315	2286	2453	2508	3342	3019	75	2830
997	529	358	852	477	492	894	825	938	709	48	660
8189	4836	7257	4799	5088	6864	6454	8996	14075	8332	809	13667
734	548	950	484	736	1119	617	1289	2097	784	141	1909
3586	2544	3225	5069	3972	4581	2664	3866	6302	3411	116	5277
5399	2825	2263	3666	3531	3615	4334	5090	5684	5515	163	4081
5376	1016	2976	1770	873	1371	2304	1762	2014	1855	109	4094
2548	1149	1256	1556	1199	959	1603	1523	1692	1917	25	1741
51774	31863	47664	46914	38672	46864	38805	49632	78594	53221	2392	65346
8848	2619	2582	5397	3577	2914	5555	3784	4578	6978	195	4905
3562	1424	2916	3071	1912	2968	2022	2963	4877	2846	91	6134
19	24	12	23	16	19	21	18	18	13	2	13
3263	1014	923	1369	969	816	1996	1355	1543	2411	50	1253
1157	433	535	1063	451	638	1077	507	998	1331	49	881
12686	6922	7289	7379	8075	7679	10517	12335	17225	13762	547	11893
5264	2875	2471	2927	2091	1909	3118	3135	3704	4317	63	3294
9734	4701	4169	5675	4103	4244	6591	5958	7521	9243	229	6030
139	696	785	193	433	571	234	994	1805	219	55	1464
1	0	1	0	0	0	0	0	0	0	0	0
658	2041	2365	128	300	445	436	1611	2757	522	42	1832
1453	864	724	696	572	525	1110	914	1253	1506	35	899
2644	1269	1150	1538	1172	1134	2042	1547	2101	2776	49	1552
3757	1343	1341	1939	1358	1329	2399	1583	2266	2984	46	1950
14807	6959	8119	9249	7002	7005	8775	9658	13009	11547	361	11981
28	11	10	10	11	5	9	8	12	9	1	14
9174	2048	4487	3266	2449	3100	3268	2965	4681	4933	215	7981
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
7523	3161	3440	5489	3194	3269	5029	4386	5676	6607	135	5120
1787	601	700	1833	1063	1116	1456	1058	1393	1916	30	1272
3284	1550	1556	2705	1499	1365	2468	2037	2642	3304	48	2246
14343	5684	5615	10506	7683	8017	13555	10595	14032	17481	535	10367
20033	8798	8552	13581	9899	9462	16052	13694	18433	21203	517	13639
11726	4516	4366	6136	4747	4212	8903	6944	9269	12740	181	6761
3127	2190	2115	2730	2358	2042	2864	3538	4412	3496	147	3124
4070	1549	1690	3427	2175	2544	2999	2424	3722	3532	93	2984
10010	2747	2735	5513	3238	3340	6967	4640	5568	7473	199	4364
73	23	39	29	22	40	82	37	78	47	6	45
22	6	13	19	14	10	26	20	20	14	1	7
28	50	56	15	31	41	31	62	100	33	2	84
3	3	0	0	0	1	0	3	1	1	0	0
6431	3318	3172	5661	4043	3965	4477	4768	6152	5436	177	5414
27626	12821	14284	15052	13563	14656	19599	18426	27367	25416	753	22139
626	1652	2684	1134	3396	4573	924	4280	7769	1202	202	6278
7208	4121	3743	6068	4314	4416	7508	6010	8728	8214	661	6680
37	13	14	26	11	12	54	33	29	18	0	13
35	8	17	0	0	0	8	9	15	10	2	8
2234	3532	4307	2630	4177	5062	2978	6233	10511	2859	384	6592
12692	4824	5430	7256	6224	7012	8412	7933	11461	11766	206	9088
150	149	328	69	195	272	125	388	635	175	210	508
922	758	919	998	543	624	755	1154	1708	651	42	1191
208	255	616	239	296	316	143	407	638	259	27	976
25901	28479	34039	41065	37600	37284	20934	44094	53381	25234	2163	62758
564	425	821	649	429	545	357	604	947	371	23	1378
37	41	58	28	36	40	33	79	135	19	2	89
8	7	15	20	17	22	7	19	40	7	2	58
212841	35350	52422	222299	37156	76644	120919	36944	118351	121059	3680	116688
1	0	0	1	1	1	1	1	0	1	0	0
15173	11295	13372	17754	13789	12462	12042	17036	20663	9664	796	23071
3226	2550	4329	2952	2110	2664	2561	4291	7593	2686	228	6024
128	79	138	10	9	14	20	25	43	20	1	50
138	126	147	108	148	127	88	193	245	84	9	190
104	80	167	22	51	27	35	43	87	63	22	39
7820	3434	5768	4257	4944	4681	2762	4678	6774	4032	224	7957
13649	1300	5269	4016	5778	4115	5846	4003	4663	6640	631	12738
2312	161	813	590	890	648	803	532	624	1056	113	2316
7	8	8	3	5	3	2	7	14	5	2	8
14	9	7	1	0	3	3	7	8	5	1	8
0	0	1	0	0	0	0	0	0	0	0	0
2	2	4	2	1	3	2	1	10	0	0	4
18	15	4	3	2	2	17	16	14	55	0	22
20	7	6	0	0	0	18	16	21	36	4	16
2	2	0	0	0	0	1	1	3	17	0	7
22	19	12	10	7	10	13	23	22	15	3	18
8	1	0	0	0	0	0	1	3	4	0	1
4588	2436	2557	4508	2861	3371	3491	3268	4598	5060	94	4066
23563	9247	11501	13938	9254	12003	13226	12293	19441	18555	316	15610
19576	5902	5331	7071	5073	3713	11435	6830	8285	14178	248	6628
7091	3898	3855	5556	4609	4688	6444	6175	8550	8615	205	5975
3724	1480	2732	2482	2414	2796	2249	2453	3613	2245	122	3938
15805	11370	17450	15811	16505	18444	13995	17643	29975	18269	391	25994
3008	2358	3492	3740	5820	4565	3748	4476	4947	3180	147	7475
2920	866	1027	1461	716	878	1539	1058	1442	1832	33	1261
8284	3754	3350	3806	3053	2898	6065	5267	6364	6875	357	5258
10028	4860	6564	7957	5855	6576	6060	6982	10713	7771	211	9909
21580	11196	16817	19803	17532	20250	14449	24628	33924	17411	1016	30389
10905	3642	8689	13818	11299	13649	8002	15631	20568	8684	810	20125
1193	692	546	975	778	852	847	832	1162	999	39	1026
245	123	201	265	293	360	205	299	312	170	14	467
67	18	15	65	35	38	49	33	44	50	1	36
2666	1212	1137	2480	1409	1650	1960	1443	2217	2464	218	1954
1076	514	526	1108	573	678	966	845	1156	834	23	859
728	443	827	968	896	1090	498	991	1177	673	58	1628
4	1	6	3	2	3	3	0	2	3	0	1
1	1	1	2	1	1	1	1	1	1	0	1
198	62	95	155	90	108	130	120	149	159	4	178
1949	1654	2848	3417	3811	5008	2037	5458	7707	2091	242	6078
3231	1376	1756	1891	1323	1451	1638	2361	3207	1432	114	2476
26	2	7	5	8	12	8	13	15	11	4	21
2	1	0	1	3	2	1	3	0	3	2	4
22785	5972	14267	7601	6790	7406	6653	9368	14279	9638	1146	18110
0	2	0	0	0	2	0	1	4	2	1	3
0	0	1	2	0	1	0	1	1	0	1	2
8449	2358	6298	3738	3363	3918	3399	4132	6846	4529	343	9386
3	0	0	0	1	1	0	0	0	0	3	0
6862	760	1821	84	258	126	16	6	14	255	17	32
4867	1745	4988	2346	1891	1914	1607	3250	4998	2735	217	6873
2	3	2	1	5	15	4	0	2	1	0	8
0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	2	0
31	5	15	4	1	5	6	10	11	12	2	21
5533	1723	1714	3075	1712	1717	3275	2071	2870	4198	71	2697
8624	5512	5373	6171	5259	5371	6806	8796	11667	8300	384	8623
4734	1779	1496	2787	1807	1665	4105	2762	3271	5669	132	2527
506	170	216	169	123	148	362	231	345	424	6	269
5973	1764	1931	4097	2330	2265	4100	2702	3609	5708	94	3062
5511	2067	1778	1909	1296	1154	2567	1956	2506	3516	81	2201
60	12	19	4	3	6	3	6	8	15	2	8
26	6	33	1	0	0	1	1	6	6	0	5
230	126	231	175	278	220	192	213	602	132	19	370
190	37	84	9	22	24	3	7	5	23	9	6
87	6	16	1	2	2	0	1	0	8	3	2
5576	3378	5632	3098	2957	3062	2577	4930	6857	3461	140	7488
1029	484	537	1107	765	789	911	807	1060	1196	22	932
22913	9380	8402	8049	5938	5722	12575	11213	13083	17566	382	10692
782	321	603	427	328	459	595	648	687	729	37	995
74319	32609	45829	37666	38164	38090	40448	46745	62975	60528	1744	70615
70	34	71	191	267	347	91	132	212	124	3	217
2489	1025	1036	1772	1309	1180	1800	1517	2023	2468	50	1566
2298	839	801	1083	786	719	1282	996	1315	1740	32	1092
2404	976	1336	1999	922	1215	1526	1347	1843	1804	41	1802
408	174	236	287	127	176	357	212	338	444	22	270
7290	3683	4404	3399	2826	3597	5116	5576	8203	6853	263	5836
9096	5224	5822	6029	5153	5550	6217	7627	10638	8679	201	8513
1801	1288	954	1455	1198	988	1417	1660	1791	1843	62	1471
1513	978	899	229	231	191	930	910	1371	1161	38	964
24877	14430	16131	20807	16863	18830	18592	21870	30240	25781	579	23984
1721	848	873	1390	861	933	1175	1113	1505	1636	54	1237
1676	683	681	886	332	465	870	628	914	1273	20	871
478	219	274	381	126	220	330	197	373	483	14	354
8502	5253	8966	5985	5042	6322	5470	7202	12449	8114	198	10723
1876	1434	1946	2646	2098	2880	1558	2589	4473	1731	63	3035
252	162	165	330	281	312	213	307	424	235	15	356
95	64	56	189	122	98	77	110	155	100	10	118
6458	2831	2891	3166	3622	3587	4404	4990	6584	6059	233	4876
504	262	413	623	331	314	474	419	468	481	20	484
0	0	3	8	2	6	0	3	8	0	0	4
17232	7768	10253	12206	10858	9953	11434	12616	15403	15001	413	15255
13748	5867	9687	8817	8149	8296	8360	9507	11869	10153	382	14639
5528	2651	2647	3581	2427	2528	4055	3727	5092	4988	171	3915
3656	2047	2844	1472	2286	2806	1940	5045	6192	2433	515	5000
252	166	117	314	192	162	257	198	278	270	11	208
4014	2180	2300	4021	2866	2914	3584	3408	4519	4300	134	3744
19359	9466	12033	12936	9779	10917	12746	12963	18358	16759	457	18004
6392	3103	3301	5408	4271	4191	4747	4827	6299	6390	133	5267
20825	14065	18987	36891	30589	33309	21654	34092	48402	26379	1895	42313
1664	989	1615	1779	2492	2433	1421	2612	3803	1653	180	3617
4262	2117	2140	2752	2259	2276	3408	3098	4510	4629	108	3249
19339	8372	6795	11086	7520	6103	16660	10906	13854	21694	369	10345
9002	3493	3563	6046	3821	3653	6323	5248	6140	8363	191	5838
2325	1177	1411	2048	1318	1364	1836	1872	2449	2466	64	2233
3305	1225	1276	1601	1351	1276	2197	1776	2236	2782	86	1762
3959	1375	1242	2509	1701	1636	3024	2015	2421	3789	77	2252
5348	2161	1650	3060	2246	1691	4166	2809	3150	5241	87	2437
1773	1222	715	647	595	392	1102	1159	1154	1388	29	842
8429	3434	3869	6523	3299	3965	5565	4353	6863	7955	112	5479
5548	3139	2555	2741	2674	2448	4660	4453	5507	5776	381	3818
5949	2122	2209	3577	2276	2315	4289	2905	3731	5250	158	3245
1809	807	1029	1452	1099	1281	1380	1089	1503	1463	99	1637
15	22	19	19	47	44	13	35	67	28	1	61
485	773	1156	841	1251	1725	548	1610	2667	657	68	2215
2497	1168	1220	1693	1242	925	1743	1814	2094	2496	65	1738
0	0	0	0	0	0	0	0	0	0	0	0
2906	2390	2728	1262	1236	1357	1756	2266	3648	2504	88	2844
16279	9198	7179	7959	7286	6041	12595	12008	13538	16784	384	9950
60	29	35	97	57	44	63	42	75	80	5	58
2063	608	450	1182	534	558	1521	777	987	2059	51	794
3236	1567	1596	2203	2252	2292	2564	3215	4144	3418	148	3145
3290	1697	2125	3223	2325	2821	2401	2561	4061	3482	127	3649
638	601	1038	578	767	892	483	1042	1863	592	96	1734
2	1	7	3	3	10	2	11	9	5	3	20
1543	799	990	1295	1266	1265	958	1191	1930	1421	39	1527
4907	2574	2553	3606	3708	3877	4435	4400	5921	4629	198	4671
0	0	0	1	0	1	0	0	0	2	0	1
60	51	69	152	218	226	103	183	295	178	9	214
5787	3100	3074	3570	3921	4034	4784	5070	6638	4931	260	5469
1726	919	1420	1857	1343	1676	1200	1295	2368	1771	62	2363
1323	427	570	1669	794	902	1200	893	1347	1546	33	1196
4725	2521	3484	4568	3690	4279	3176	5093	7188	4500	489	6611
7474	3484	3449	5644	4991	4610	6641	5707	7615	8337	178	5657
692	376	613	3193	2196	1775	2057	1764	2135	2635	103	1704
240	546	588	788	710	697	572	998	1358	622	49	872
3657	1760	2989	4586	5411	4927	2545	4014	4962	3552	282	4922
999	444	859	1462	1704	1722	713	1215	1538	1085	68	1502
2600	1106	2392	2267	1280	2287	1790	1506	3732	2626	59	3183
12593	7772	8638	8087	6830	7929	7424	8740	13029	10657	201	10938
3273	1738	1663	2138	1700	1443	2028	2103	2546	2656	43	2346
270	228	289	557	340	383	265	394	523	277	49	583
0	0	0	0	0	0	0	0	2	0	0	1
12822	5024	6254	9354	5903	6615	8308	7327	10634	11296	246	9106
1562	916	636	816	674	491	986	1018	1036	1362	23	924
6577	1989	2534	4115	2233	2786	3853	2802	4308	5188	87	3868
46550	26987	22733	35157	26780	22126	34449	33756	40836	43427	1347	34718
17215	8440	7859	7993	7813	6863	11173	12474	15372	14620	614	12262
1153	539	488	987	687	599	797	754	861	1072	21	811
1636	711	587	980	585	545	972	784	893	1259	22	827
10391	4301	4787	6108	4827	4511	5898	6099	7829	8085	177	6750
5968	1743	2356	4576	2569	2850	4261	3010	4509	5891	99	3866
7947	2359	2055	3091	2079	1788	5664	3141	3620	7672	124	2782
3598	1905	2095	2776	2054	1975	2415	2757	3337	3413	73	3029
6159	2180	2527	5386	3008	3213	4071	3490	4806	5838	95	4184
20	3	15	25	10	5	4	12	7	5	0	30
19	2	4	2	1	1	3	1	1	1	0	15
17	4	19	13	6	3	4	9	14	2	0	32
8	4	19	10	2	3	0	2	3	1	0	9
6	1	8	4	1	2	1	6	5	1	0	13
4	1	2	1	0	0	0	1	0	0	0	3
0	0	0	1	2	1	3	0	1	2	0	0
2	0	1	0	0	0	2	1	0	1	1	3
2	0	8	10	1	2	4	5	0	0	1	10
12	3	17	11	4	2	1	7	5	3	2	16
0	0	5	11	2	1	0	2	4	1	2	6
2	2	6	0	2	1	1	4	1	2	0	6
4	0	3	5	0	1	0	0	0	1	2	3
1	1	6	14	4	4	1	4	0	1	0	19
3	0	2	16	8	15	3	2	6	1	1	7
31	24	36	35	38	54	12	57	82	14	1	42
10	7	9	21	21	21	12	12	22	11	0	19
1	0	2	2	2	2	1	1	0	1	0	4
2	0	4	0	1	1	0	1	1	0	0	5
2	0	0	0	0	0	2	1	1	1	0	2
24	14	35	13	9	16	22	31	39	14	2	30
21	6	15	10	8	5	7	14	26	10	5	14
886	810	988	976	1177	1438	719	1582	2277	847	50	1800
430	289	247	316	295	212	340	342	481	440	18	384
6067	2955	2772	3167	2136	2211	3652	2990	4180	5163	76	3497
13091	5481	7963	6578	4927	6541	6995	7243	12644	10651	167	11149
4467	1526	1774	2600	1963	1791	2485	1954	2792	3740	52	2629
4504	1100	845	2084	1077	834	2612	1319	1498	3347	50	1167
3938	2483	2068	3063	2620	2566	3212	3372	4542	4202	100	3421
2640	1294	1405	3377	2077	2237	2311	2212	3008	3028	54	2696
558	218	320	864	573	552	441	567	664	590	16	671
1074	571	669	1604	953	1077	955	1065	1345	1118	25	1223
1031	1063	1051	1911	2155	2250	1133	2319	3410	1250	104	2728
9251	4513	4255	6059	4945	5209	6849	6521	8726	9005	218	6367
3507	1298	2187	2267	1347	1817	2226	1737	3383	3064	46	2766
19482	8595	11630	19826	12638	13223	14930	13947	19990	24508	555	21787
5	11	22	14	33	39	15	34	38	5	3	37
6	7	8	6	9	8	7	15	24	12	1	14
113	207	180	201	224	230	118	327	432	108	15	272
747	541	407	543	431	353	377	537	592	644	20	535
675	470	329	500	380	276	327	446	461	595	16	441
13271	7596	7582	10186	9742	9306	12049	12723	17055	16875	500	12595
18644	8688	11715	15168	9806	11399	12759	12437	18994	18395	362	16125
6353	2855	2538	3334	2389	2051	4224	3554	4474	5949	109	3426
6785	5516	5683	4324	4246	4046	4746	6499	8757	6832	157	6523
2664	1127	2946	1942	1636	1920	3538	1407	2375	2258	116	2605
6955	3268	3083	4370	3463	3073	4994	4052	5102	6182	99	3960
2406	1380	1327	2219	1463	1192	1716	1814	2240	2771	43	1950
1	2	0	3	2	3	3	4	2	3	1	4
0	0	0	0	0	0	0	0	0	0	0	0
184	621	617	282	525	581	293	910	1287	281	75	906
2844	1039	821	1808	1038	863	1811	1250	1445	2579	35	1209
1816	658	433	1055	673	522	1575	812	766	1897	32	729
7390	3604	3783	4413	2912	2987	4812	4664	6003	6982	180	4781
10724	5430	5665	14575	9314	10592	9471	10118	14040	10031	265	10396
10004	3196	2929	3425	2574	2513	5647	3885	5395	7416	103	4087
10485	2813	2463	6370	4047	3925	8675	5162	6413	12273	244	4694
8613	3880	3623	4258	2539	2417	4359	4289	5065	6043	104	4589
4397	2053	1777	1823	996	954	2048	2038	2318	2755	49	2068
16795	7709	7183	8891	7020	6365	12392	10877	13335	16115	455	10337
778	317	333	590	291	334	736	395	552	861	85	470
8315	3168	2702	4333	3201	3097	5830	4900	5595	8026	171	4408
1991	795	859	2104	1157	1147	1524	1182	1490	2137	48	1406
1884	681	643	1333	868	779	1228	926	1219	1760	31	1013
411	125	163	218	172	191	216	139	287	230	11	245
28335	14879	18047	14616	10990	12685	15374	16725	25601	23294	479	21144
40	17	29	0	0	0	8	9	10	74	0	41
194	68	46	1	0	1	58	58	73	109	2	89
11	6	9	4	6	11	10	15	16	8	3	12
6898	3903	5203	2150	1961	2321	3223	3828	6236	4586	95	4572
104	87	83	60	19	30	82	106	162	66	3	83
579	256	538	627	290	510	334	432	797	480	21	1006
5	7	18	0	8	7	2	9	19	3	0	14
331	172	295	483	384	505	340	580	745	372	23	579
6047	2538	2660	3142	1884	2088	4318	2884	4126	6020	203	3263
