SRR1566022	SRR1566023	SRR1566024	SRR1566028	SRR1566029	SRR1566030	SRR2773794	SRR2773795	SRR2773796	SRR2773797	SRR2773798	SRR2773799
2828	766	929	1285	479	625	1344	716	1070	1911	24	1126
1299	469	431	1804	1108	804	1175	935	1014	1530	32	1041
2594	757	777	2594	1296	1302	1958	1287	1645	2943	41	1572
5118	2013	1736	3254	1730	2025	3606	2380	3168	4804	94	2641
2160	771	649	1609	744	773	1444	915	1131	1870	33	1093
2040	1160	1114	1851	1328	1392	1724	1534	2195	2188	56	1600
7383	4319	5014	4905	4328	4823	5229	6607	9565	7243	176	7322
2449	1009	987	1318	916	773	1393	1159	1457	1959	32	1391
1359	664	782	1036	1057	1187	1293	1324	1800	1391	135	1522
45	22	24	12	10	6	33	26	42	37	5	36
2535	1487	1518	2137	1565	1870	1578	2072	2462	2349	70	2106
2596	891	591	1580	1047	898	2187	1150	1265	2506	44	1211
9786	4178	3089	4707	3935	2855	7063	5015	5476	9283	172	4597
149	73	118	216	288	333	119	227	386	162	14	411
172	290	363	472	904	1281	262	998	1528	253	48	1200
6834	3061	2531	4951	3351	2931	5636	4185	4876	7397	180	4116
310	211	232	493	375	479	370	525	772	266	21	571
1787	1292	1015	2491	1633	1954	1948	2385	3036	1703	242	1763
4248	1881	1865	4850	3548	3247	3464	3436	4053	5084	185	3664
1080	383	497	909	578	604	690	618	782	900	29	929
34	34	239	10	63	34	2	3	33	5	16	124
8	2	11	11	6	6	4	10	2	4	3	29
4	2	15	4	2	4	4	7	4	3	0	12
736	910	2837	1741	1446	3712	564	1824	5196	1149	81	7732
10774	6941	25686	3945	14377	18444	2460	19151	31143	8604	867	32793
21086	9068	11885	12176	10555	13625	14341	16543	22679	19753	920	19282
4696	2154	2361	3928	4659	5472	3452	4258	6018	4012	135	4316
2345	705	852	1937	881	1015	1540	1050	1524	2135	42	1433
8788	2850	4296	8168	5560	6099	5662	5242	7913	8135	175	8020
3833	2211	3166	4379	2778	3855	2852	3295	6156	3851	103	4983
607	291	257	591	381	383	434	412	471	642	11	460
5708	1863	1695	2994	1915	1552	4613	2596	3094	6707	84	2484
2211	1144	1007	1345	864	725	1592	1358	1592	2112	51	1348
367	299	342	304	224	234	214	326	390	250	12	299
207	175	194	217	156	137	129	190	240	159	6	181
9786	3945	3759	8951	7318	6618	7820	7542	8883	10494	260	7188
9368	3699	3512	8060	6795	5985	7297	6835	8042	9959	221	6723
412	42	84	84	140	171	56	180	186	77	76	123
0	2	0	6	10	10	2	10	15	0	1	9
189	191	184	151	295	371	207	460	614	192	32	347
223	405	894	347	1415	1729	412	1696	2679	274	127	2218
3049	5125	7961	6899	11548	15571	5758	16359	25579	4546	666	17448
222	212	340	128	334	573	188	695	1066	177	129	646
16087	7188	7780	15633	10000	10643	12839	12022	15989	17434	390	13586
16204	7250	7849	15667	10061	10706	12932	12116	16123	17555	396	13679
9473	4382	3259	7852	4806	3841	11460	6876	7055	13590	360	5348
2357	1047	821	2881	961	920	3132	1230	1693	3535	36	1276
103878	46074	95670	57448	109722	78866	64632	98084	104116	91342	11522	230949
4234	1885	2112	2546	1980	1977	2559	2660	3561	3722	114	2968
492	288	365	220	265	309	254	371	600	413	15	452
2673	1373	1304	2744	2351	1963	2792	2744	3272	3458	158	2761
4072	2373	2342	3151	3186	3058	3770	3820	5531	4803	112	3658
5423	1900	2086	7189	3858	4215	5009	4074	5482	4494	278	4047
103	64	141	185	166	242	87	129	238	77	34	224
2254	1124	1473	4747	2706	3136	2352	2564	3733	2427	106	3488
2044	1208	1149	3110	2618	3816	2239	3371	4862	2010	106	2907
8202	3088	3423	7903	4673	5202	6863	5475	7127	8656	227	5934
2720	1205	1138	2565	1889	1647	1946	1933	2155	2556	97	1917
3309	1727	1572	3343	2753	2479	3552	3278	4083	4219	190	3264
157	58	118	39	53	63	35	54	112	81	3	89
396	510	404	802	747	831	511	798	1147	418	31	703
0	0	2	0	0	0	2	1	0	0	0	0
14	8	7	66	76	86	34	42	49	26	2	46
2100	1623	2360	4726	5432	7542	3336	5517	8577	2809	172	5672
11781	5512	7920	11459	8822	11519	9038	9855	16857	13533	273	14304
177	89	121	119	187	146	244	163	262	410	7	228
2128	1651	1474	1466	1563	1344	2124	2272	2999	2776	134	2355
11	14	27	12	13	24	7	30	46	18	5	34
19	12	58	23	29	64	16	47	92	19	2	66
3291	1688	1913	2658	1882	2126	2107	2294	3195	2995	87	3111
3962	2035	2041	4127	2839	3089	3595	3426	4689	5128	94	3509
169	123	117	244	110	192	177	169	301	253	7	230
305	314	376	243	218	236	254	460	626	223	20	415
4093	1751	1993	2475	1780	1947	3011	2536	3581	4030	169	2728
713	145	199	591	362	317	550	289	460	789	10	404
14743	4584	3669	6762	4592	4161	10824	6538	7835	15988	403	6029
8935	4377	3390	5275	4716	3572	7436	6613	7665	10162	274	5644
1607	655	602	1329	695	662	1194	885	1129	1583	27	963
8917	3973	5072	7410	5358	6028	6561	6321	10273	8899	231	8310
3057	1362	1403	2290	1601	1823	2098	1737	2513	2860	65	2380
7736	4994	4208	8664	5635	5446	7340	8534	10215	7983	459	7262
160	162	227	0	0	4	62	201	290	114	4	332
57697	33180	33852	36365	33477	33682	37960	43919	60320	55545	1238	48807
18521	11706	13757	12382	12542	13661	12440	17449	24672	17724	394	19385
43	57	96	237	339	439	85	314	491	105	2	313
1735	1229	1575	848	702	909	1053	1490	2181	1088	80	1544
1739	1584	2714	2755	3421	5401	2589	5707	9035	2144	201	6127
3132	2334	2583	4242	3713	3351	2731	3397	4689	3333	206	4749
24	50	26	68	101	122	59	96	159	47	7	82
502	462	610	321	471	502	319	775	1380	384	35	1032
0	0	0	5	0	5	0	6	1	1	0	2
7	2	5	5	1	4	0	2	0	0	0	3
822	1209	1248	1562	2119	2554	1299	2763	4487	1542	117	2647
608	358	426	1027	1042	936	770	956	1448	1143	35	1030
7792	3474	4456	7640	6255	6270	6424	6306	8523	7781	232	7280
1740	665	651	1035	695	658	1215	720	1040	1550	21	864
2538	825	974	1894	964	1068	1788	1247	1699	2703	39	1499
484	480	692	419	487	662	494	740	1201	505	39	826
18061	7605	6449	11492	7247	6812	13230	10027	12441	17056	512	9642
24956	13267	12293	17386	12686	13087	22911	21674	27564	25449	1437	20841
7089	3335	5452	8258	5186	6323	5715	6654	10011	6480	301	9020
2313	906	880	1570	882	914	1432	1110	1429	1875	36	1296
6043	2263	1955	3710	2379	1975	4272	2928	3436	5732	100	3004
3822	2297	2953	4368	4305	4991	3308	6029	7695	3704	736	6900
8758	3916	5095	6441	4266	5243	6778	5641	9351	10141	228	7452
1565	1104	1122	1353	1572	1740	1541	2175	2927	1849	110	2231
1710	2024	1836	1959	2247	2300	2948	3692	4990	3151	157	3351
2212	1415	1466	2052	1670	1615	2037	2421	3171	2406	96	2411
2895	2178	1764	1982	1456	1369	1987	2131	2582	2779	92	1915
12750	9228	15554	29303	27499	34346	15457	33338	46770	17550	1241	41470
392	253	228	459	441	481	319	459	503	445	8	474
511	565	1842	842	855	1162	679	1366	2291	754	171	2539
5074	2236	2268	5206	3304	3499	4219	3796	4953	5529	116	4432
3156	1306	1856	5224	3128	3584	2697	3330	4096	2994	112	4755
852	341	497	351	369	389	463	614	723	466	32	708
6661	3888	4004	5449	4322	3847	4634	5423	6961	6280	150	6111
19380	11065	15019	14563	12722	15167	13147	16053	26379	18728	357	21205
1940	1366	1622	2275	1882	2811	1573	2364	3624	1868	84	3031
573	488	832	1287	1218	2188	668	1221	2226	677	52	1839
677	345	255	520	377	294	462	451	475	672	12	397
6645	3587	3616	5777	3926	4009	4893	4954	6304	6670	218	5498
9286	5295	5514	7054	5368	5639	6473	6654	9401	9203	178	7692
954	701	638	1745	1354	1583	1071	1493	1999	820	32	1205
151	49	61	28	12	17	56	68	97	71	4	88
6045	1221	4440	1028	1899	1727	1126	2308	2537	2132	199	9135
4333	1365	1456	2398	1533	1627	2724	1969	2512	3177	100	2249
2711	1440	1181	2654	2206	1733	2491	2535	2742	3186	81	2132
93	54	68	139	101	118	98	107	171	84	5	123
3503	974	893	1602	843	980	2211	1316	1715	2718	53	1458
3410	1695	2186	1249	856	1026	1649	1716	2812	2282	57	2144
3790	1751	1889	4730	2456	3071	3187	2575	3832	4411	240	3357
131	128	120	217	288	388	205	297	501	200	15	301
5161	1835	1686	2093	1680	1687	2746	2619	3133	3952	177	2586
4326	1606	1549	2472	1717	1613	2853	2133	2837	3757	63	2355
4820	2079	2210	4905	3369	3508	4049	3530	4904	5548	135	4242
18516	8981	8246	13476	10909	11018	14321	14033	17323	18830	440	13893
2036	743	773	1034	594	602	1083	898	1159	1417	42	1056
11742	4238	3048	8445	5341	4460	9995	6437	7191	13374	273	5345
3280	1759	2888	6126	5074	6313	3841	5471	8237	3561	315	6213
85	23	56	507	192	337	224	202	260	322	6	244
39	16	28	5	4	7	44	48	68	42	5	62
2128	653	1375	3828	2826	3506	2311	2722	4177	1889	97	3165
853	609	723	1628	1697	1926	985	1834	2161	955	84	2002
2014	1638	2335	4269	3633	4189	2163	4652	6068	2488	159	5572
12704	9757	14788	10483	14457	17183	11483	17958	30132	14535	844	21988
18	20	16	39	45	53	26	41	49	20	2	31
127	58	52	208	121	103	146	117	144	106	1	111
8773	3235	3083	5743	3924	3723	6809	5268	6682	9659	183	5159
12287	4170	5632	7467	5619	6336	6126	6585	8851	8745	220	9202
5195	3441	4372	6019	5421	6393	4190	5953	9123	5825	191	7659
2595	1086	931	1884	1357	1136	1778	1462	1640	2297	57	1423
5723	2425	1550	3026	2158	1869	4136	2694	2951	5356	230	2333
5938	1837	1323	2851	1573	1239	4384	2339	2611	5545	83	1878
2534	883	970	1754	895	998	1463	1207	1495	1909	26	1433
5329	1643	1472	4179	2093	2043	5122	2418	3176	7011	93	2731
3	3	0	1	0	1	1	0	2	1	0	0
572	390	312	873	424	509	702	694	932	591	57	504
0	0	0	0	0	0	0	0	0	0	0	0
22741	11808	11006	16241	16634	15354	18610	20846	26891	25012	940	19784
50	26	54	64	63	59	47	97	94	64	42	93
1079	605	538	965	995	865	974	1186	1488	1449	45	1147
478	226	208	411	279	300	428	352	505	570	22	419
737	319	309	464	463	412	549	546	734	785	19	543
655	278	211	346	261	269	514	416	506	600	32	396
34	12	30	23	15	23	17	38	49	19	6	36
11884	5666	5615	12327	9696	9859	11720	11315	14876	16439	455	11681
509	405	529	1213	695	872	504	925	1099	476	36	1254
250	199	165	528	257	238	244	383	358	220	18	354
161	122	221	365	236	391	151	328	490	147	17	553
1285	829	2687	1054	1100	1314	589	643	1452	945	108	1627
2357	1935	2438	1356	1623	1620	1886	2743	3789	2272	79	2705
5339	2760	2796	3533	2485	2474	3451	3408	4264	5127	113	3504
736	543	712	658	646	711	569	898	1474	610	120	1077
2795	1419	1870	2917	2144	2471	2284	2128	3357	3438	404	2714
4539	2183	1852	3366	2808	2491	2854	2968	3272	3953	121	3102
7612	3553	3117	4599	2744	2543	4806	4028	4765	7028	159	4089
12020	5672	5240	9329	7672	8031	11216	10649	13382	14917	655	10508
3859	1315	1974	2630	2855	1896	2020	2998	2686	3077	141	3741
2295	953	1602	230	219	208	797	1183	1395	1372	56	1555
4089	1572	1545	3544	2724	2711	3595	3033	3734	4520	137	2936
7613	5033	5586	6288	5192	6140	5378	6411	9616	7475	192	7568
3797	2860	2896	4291	4140	4255	5143	5329	7567	6241	236	5535
4952	4164	5533	8531	6045	8660	4396	6738	10826	5082	258	9616
7782	3095	3313	4432	2961	3311	5287	4461	6033	6758	216	4937
3129	1321	2039	4078	2821	3080	2101	2363	3676	3088	103	4310
180	128	120	294	213	169	89	179	234	152	12	268
1258	1789	1963	271	261	282	649	2022	2978	780	49	2699
201	279	367	7	7	9	97	328	541	98	8	497
5196	4332	8517	6244	5289	6779	3233	7553	12462	4071	277	14429
525	698	1260	2158	2530	2315	750	2175	2636	1159	80	3546
5711	3780	4775	6486	6213	7183	5591	8125	10843	7088	538	9353
2302	1068	1203	2117	2030	2049	1656	2022	2330	1840	97	2594
2484	841	1131	2000	1692	1673	1527	1421	1953	2193	48	1974
4920	2062	2785	5708	4152	4642	4542	4776	6201	5737	215	5664
4167	1886	1988	3791	2315	2486	2958	2533	3618	4022	65	3174
7986	2851	2137	5205	2526	2404	6220	3847	4324	8039	194	3345
1882	1571	1659	1956	1886	2048	2286	2818	4055	2693	204	2800
33	34	113	44	71	90	42	125	158	47	6	167
1	7	5	1	1	2	1	3	9	2	1	14
2172	2002	2580	1115	1410	1555	2124	3663	5004	1969	128	3578
17533	10914	15115	13130	12200	15035	12391	16830	26668	18435	471	22137
208	250	218	248	232	263	177	394	481	254	14	357
4105	1223	1232	2419	1509	1435	2152	1829	2116	2616	54	1984
3857	1566	1459	2037	1448	1391	3105	2334	3138	4690	116	2343
4467	2475	2227	4529	3257	2886	4170	4062	4989	6013	199	3791
711	542	992	201	154	261	290	485	1121	530	29	980
1934	1519	2782	3445	3127	4298	1755	2695	5133	2478	252	4523
4649	5599	5832	7618	8387	9043	6538	11390	15214	7204	651	12223
3017	1431	1378	2896	1722	1862	2737	2102	2911	3642	103	2443
9144	4828	7475	5540	5250	5485	6284	7890	10624	7950	493	13129
2112	756	1102	2507	1699	1838	1584	1694	2257	1733	86	2193
11024	5963	5909	8605	8077	8467	11467	10594	15312	14865	562	10966
2486	1745	1897	2118	2132	2094	1937	2569	3796	2496	121	2776
18437	11732	10911	13308	12665	12490	13462	16265	21059	17475	576	16230
8126	4751	10046	9564	10487	13047	6896	10227	17960	9295	317	18785
8108	4726	9964	9563	10467	13032	6887	10181	17868	9281	312	18697
130	357	803	299	473	671	179	657	1319	204	37	1200
3246	2081	2724	2621	2207	2813	2426	3002	5324	3422	82	4509
71	164	208	124	339	531	139	548	921	101	30	544
2	14	10	21	27	41	6	15	29	2	0	16
10	51	98	36	55	86	12	78	141	6	3	74
20	103	228	145	471	782	70	695	1040	76	32	725
129	168	217	68	55	113	113	174	451	98	9	286
41	198	257	23	136	189	53	348	580	56	12	356
677	656	1031	716	893	848	314	1067	1719	619	34	1767
4070	1924	2120	3150	2237	2312	2791	2877	3971	4496	86	3385
9264	4988	4701	3998	3580	4205	6005	7140	10357	7670	214	7085
2439	1146	890	3158	1776	1891	2667	1933	2339	2939	80	1829
2837	1818	2141	2039	2645	3352	2462	3658	5742	3214	217	3979
7548	4517	3988	4768	4577	3762	5712	5932	7356	7622	174	5553
4866	2303	2643	5268	3798	3840	3934	3742	4951	5209	165	4871
6135	2678	2897	4534	3714	3671	4372	4066	5716	5692	139	4872
2975	1461	1334	1652	1171	1000	2087	1785	2248	2956	41	1748
16136	8214	13206	25603	14386	18200	13346	16076	25521	16710	416	23841
11456	4099	5250	10821	7141	8522	9031	8337	11287	10804	271	9045
5437	5895	5618	4156	6490	6271	6356	10409	14006	7631	351	9656
2549	1297	1297	2099	1450	1436	1851	1733	2385	2686	73	1977
953	1197	1558	381	648	670	783	1597	2522	915	45	1674
7758	10613	12015	2528	2960	3025	6782	11692	18194	8097	434	12733
2055	3284	3574	515	628	734	1966	3094	4725	2344	139	3322
5297	6718	7017	1157	1080	1001	4629	7004	10929	5443	253	7484
491	532	761	920	717	974	513	1056	1621	639	50	1302
3360	1717	1624	2435	1762	1774	2567	2616	3244	3727	98	2581
2907	1448	1628	1850	1152	1261	2128	1777	2463	2836	53	2166
10646	4867	7386	5744	4579	6411	8600	6783	11542	9455	354	10340
2514	1770	1742	2832	2412	2526	2718	3165	4370	3421	122	3245
7677	3186	2664	5847	2736	2654	5208	3802	4400	7070	149	4054
5269	2911	2486	5317	3243	2884	4473	4048	4554	6017	173	4209
2802	1283	1274	2089	1521	1541	2267	2011	2636	3084	80	1945
9238	4673	4498	6265	5115	4901	6719	6917	8493	8625	293	6862
112	188	186	75	110	162	112	324	500	118	14	284
3795	2083	1987	3314	2677	2624	3388	3477	4266	4343	119	3338
2604	1553	3028	5922	3740	4297	2310	3369	4400	3111	216	4934
117	210	227	258	150	212	213	440	710	219	15	345
4604	1976	2564	4186	2788	3203	3107	3183	4321	4362	128	4004
6010	2589	2764	3783	2842	2902	4313	3483	4921	6012	109	3754
118693	90799	99355	160182	129791	121174	101484	152380	201710	128591	6071	175778
2405	1676	2125	1892	1469	1714	1638	2280	3348	2161	60	2403
21607	11165	10878	18969	14008	14728	16988	16373	22675	23074	745	18854
7250	3703	3280	4506	3416	3080	4736	4272	5454	6705	123	4160
26018	17243	14279	17746	17006	14308	18202	22455	25599	24642	731	22878
3033	1354	1301	2676	2388	1970	2761	2371	2999	3446	120	2421
351	128	82	40	34	28	215	120	121	245	2	89
10562	5259	4500	2988	2712	3133	5833	6279	8738	8140	164	6216
4280	2062	2197	2546	2047	2157	2886	2791	4002	3974	98	3374
14090	7419	7698	10626	8832	9328	13127	12956	18150	18047	685	13744
10764	4967	5699	6555	4432	5125	6380	6309	9250	8759	223	7793
5656	2588	3284	3342	2243	2557	3226	3227	4553	4585	119	4259
4981	2733	2338	2509	2484	2198	3365	3437	4269	4271	125	3216
4829	2941	3135	2847	4046	3422	3418	5893	6657	4426	162	5470
47353	41793	33908	36315	43892	38108	42324	63077	76197	52244	1607	58785
6651	4977	3825	7683	6038	4684	7230	7858	8546	8322	238	6987
4	42	82	44	131	149	16	121	227	16	1	131
11622	5081	6198	7808	5030	5324	6962	7077	9529	9459	267	8362
5652	2334	2673	3499	2326	2228	3168	3255	4254	4125	93	3694
8039	3385	4030	5227	3179	3568	4745	4587	6227	6609	153	5530
4402	1866	2562	3265	1965	2371	2835	2813	3981	4079	140	3564
3481	3670	3598	5554	5266	5717	5081	6253	8952	5297	685	7054
8	20	26	10	76	196	12	103	205	10	34	135
699	586	723	895	664	739	710	881	1404	813	32	1059
6899	2921	2632	3938	2737	2230	5249	3746	5046	6808	135	3910
14350	8020	7802	14268	10139	10072	11715	12367	17267	14372	373	12769
2693	961	911	2260	1218	1226	2186	1467	1962	3002	41	1542
5036	1734	2028	4876	3236	3199	3932	3445	4540	5071	104	4036
692	392	406	1373	722	877	596	635	882	832	16	846
22604	10267	12426	18396	14912	17163	18162	17814	27601	22803	942	22853
928	328	237	284	191	151	446	295	333	477	18	323
1013	372	495	1101	622	779	564	665	919	718	23	967
11139	6858	10319	17011	12211	16619	8891	15705	24018	12572	518	20182
610	371	384	992	651	746	558	581	854	796	23	647
6801	2777	2399	3858	3484	2801	4592	4117	4782	6347	116	3708
4295	1802	1931	2598	2129	1863	3063	2541	3424	4396	62	2624
3223	1532	1361	2368	1509	1457	2160	1895	2217	3268	56	1848
1257	1054	2757	1603	1740	2559	1108	1648	2868	1496	99	4326
39	87	103	24	86	151	28	140	318	36	37	186
12839	5911	6311	10011	6006	6733	8922	7994	10682	12686	206	8478
4687	2057	2187	3807	2406	2549	3603	3160	4111	4983	74	3343
2463	1305	1339	1714	1163	1261	1716	1744	2378	2484	69	1966
1798	1841	2061	2524	2325	2661	2084	3324	5272	2167	200	4271
2086	1870	2969	3632	3489	4962	2688	6056	8809	2183	207	5828
15531	13077	12961	12813	11151	12547	12705	18024	25459	17900	424	19287
4741	2167	2220	3635	2233	2455	3293	2787	4039	4850	92	3434
5328	2433	2192	3816	2714	2371	4246	3322	4147	5744	107	3258
8480	3326	2928	5339	3928	3258	6936	5102	6139	9611	127	4727
10340	4728	3769	6534	5025	3892	8685	7784	8157	11538	289	6162
17119	7120	10511	13635	9694	13134	11600	11052	20094	15651	382	17162
7334	3452	3346	5345	3716	3488	5407	4593	5945	7834	154	4705
52191	23385	41344	61793	37412	61213	39165	45318	88008	49646	1545	77397
26	45	74	21	20	34	37	118	183	24	1	90
708	410	1201	3701	3360	3886	1074	1750	2687	1387	96	3759
280	809	989	993	1759	2488	523	2228	3902	462	66	2416
2808	1609	1462	2816	1872	2007	2203	2185	3038	3028	60	2613
7377	7342	9778	7181	9843	10619	8447	12859	21024	8792	391	15334
4099	2292	2047	2781	2374	2286	3101	2655	3801	4010	73	3034
5748	4648	4626	3824	4168	3670	3434	5273	7158	5335	105	5642
4530	1800	2189	3826	2240	2676	3183	2915	4280	4176	98	3864
5248	1389	1334	3179	1705	1717	3216	2046	2675	4524	69	2298
2155	810	1181	1639	690	1060	1340	1053	1852	1979	22	1635
2606	1406	1484	2962	1836	2126	2052	1839	2904	2962	60	2428
3718	5289	5491	7088	6290	6916	6659	8852	12578	7566	890	9391
298	482	605	565	616	694	331	849	1496	416	59	1175
32714	24885	33333	35208	24106	34916	26928	34726	58883	36421	2074	47386
3943	3429	3450	3844	4165	3793	3507	4837	6369	4761	133	4972
735	1070	1464	1492	2922	2709	1056	2595	4103	1311	126	3450
221	345	693	148	305	406	142	609	1079	258	55	1104
1319	832	1814	1249	1468	1299	801	1608	2082	1446	76	3620
3395	2506	3579	9054	7407	5682	3314	5585	6025	5285	171	7593
292	303	471	19	19	45	385	393	717	656	23	623
2162	1440	2068	2141	2069	2527	2149	2915	4720	2391	119	4037
5864	5542	6491	5557	6501	7685	5451	9795	14629	6956	315	10916
4661	2576	3035	3971	3196	3675	3392	4327	5987	4793	126	4560
109	84	72	154	107	101	100	142	186	122	4	120
2014	3045	3772	2946	2613	3763	1909	5170	8441	2568	169	6809
24052	39571	53035	17087	31706	40678	22922	79748	125916	25027	1987	87566
61	69	108	34	65	71	41	105	195	47	10	137
31334	19719	36660	33947	23054	38869	24786	31848	63794	32606	10996	51737
13182	6343	5633	10043	8268	7977	10926	11119	13996	14854	404	9837
2172	1139	828	2021	1298	1157	1630	1371	1652	2306	42	1323
324	174	152	232	173	128	198	183	233	268	8	203
7252	4890	5272	5543	5469	5158	4804	6435	8756	7020	138	6872
1248	1227	1465	1049	831	940	1084	1630	2295	1045	88	1993
0	3	1	0	0	1	1	3	4	0	0	2
7	9	5	2	1	4	3	7	14	2	0	10
176	189	224	280	269	386	167	365	569	185	5	371
2612	1642	1901	1110	874	973	1314	1807	2545	1818	85	2148
2501	2276	2315	3574	4452	4195	3191	4909	6560	4141	125	4565
3	8	12	1	1	4	4	4	9	6	1	8
12	15	15	1	4	1	8	7	11	6	0	9
17	9	15	21	9	9	8	14	20	15	2	18
2745	759	1278	1811	1365	1273	1302	1280	1570	1764	678	2385
1	1	1	0	0	0	1	0	1	2	1	1
17	10	3	0	0	0	6	5	5	5	10	4
7	1	0	0	0	0	4	1	3	0	3	4
3	1	2	0	0	0	1	0	1	0	0	0
6	0	0	0	0	0	0	0	0	0	1	1
87	39	39	41	24	45	50	49	57	62	23	44
3619	1408	1329	3944	2007	2178	3135	2290	3020	4233	144	2451
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	1	0	3	0	0	0	0	2	0
113	95	81	48	65	40	107	98	92	115	122	80
2	0	0	0	1	0	2	0	2	1	1	1
1	0	0	0	1	0	1	0	2	1	1	0
1	0	0	0	3	0	2	0	1	2	0	3
2	0	2	1	0	1	2	1	2	2	1	1
2	1	2	5	3	4	9	3	3	1	4	0
1991	1401	1164	3671	2157	2301	2234	2644	3308	1894	327	2177
1	0	2	2	0	3	2	1	1	1	2	0
2	0	1	6	5	6	2	3	3	1	5	4
0	1	0	1	0	0	1	0	1	1	4	0
3	1	3	0	0	0	1	0	1	0	3	1
0	0	0	0	0	0	0	0	0	0	0	0
22	21	18	29	18	24	33	20	30	32	18	29
38261	12300	13809	23901	15903	16822	22656	19471	25086	32640	846	23410
7	1	4	33	23	16	11	9	9	11	1	11
111	124	143	154	146	160	100	191	257	157	6	189
15391	4522	4350	10122	5208	5847	10359	6788	8801	14021	366	8487
91	48	63	131	82	107	88	110	141	99	1	118
266	67	93	372	120	257	275	130	244	219	22	219
3847	2182	2433	4768	2596	3408	3562	4404	6285	3679	180	4472
0	0	0	1	0	0	2	2	0	1	0	3
181	75	84	101	38	76	106	108	123	136	4	126
70	7	13	1	1	0	11	9	4	22	4	9
38	18	8	1	0	1	6	9	7	11	0	12
3	1	3	15	16	12	13	5	6	15	3	4
3	0	0	10	3	1	3	5	5	3	3	2
0	1	0	16	8	11	5	5	6	10	2	8
1	0	3	26	13	26	17	13	26	12	9	12
5481	2092	2049	4768	2890	2904	4419	3240	4274	6161	127	3577
4124	1374	1790	1550	1074	1091	2158	1768	2419	1922	86	2140
3977	1386	1243	2706	1714	1974	2921	2446	3041	4233	64	2297
30605	37581	40845	82624	92233	99842	49390	95949	133495	43903	1848	89502
125	29	46	69	17	42	85	45	70	99	0	65
10885	3499	4055	9673	6104	6678	7945	6331	8763	11152	202	8286
1517	363	328	411	255	237	742	407	489	894	7	422
1137	566	578	1132	787	848	802	790	1134	1088	16	843
28459	18952	14604	16254	14548	12195	18181	22575	25508	24231	524	18478
2097	688	622	1649	924	1000	1268	1054	1208	1773	26	1155
1179	930	910	945	918	897	693	1204	1583	821	24	1373
1664	838	980	973	638	774	875	1007	1306	1358	70	1250
12	5	6	6	9	12	9	19	28	11	1	17
9117	2923	3351	5688	3122	3439	4986	3468	5195	7541	118	5283
180	64	49	179	49	78	147	109	130	219	3	136
6401	1411	3544	4206	3020	3086	3197	3022	3137	5652	420	8078
5979	2358	2639	7988	4237	5669	5143	4570	6286	6288	164	5703
16249	6774	9279	12836	9341	10745	10156	10793	15806	14195	303	15549
3324	1834	1816	5839	4001	4645	3783	4441	5919	3327	194	4220
4232	1448	1256	2256	1507	1225	2723	1814	2137	3911	53	1823
35572	24280	39810	35023	28151	40726	27350	34238	68272	37052	3918	54862
5098	2271	1959	5516	4026	3526	4498	4201	4993	6703	133	3898
148	61	92	319	150	200	111	123	203	209	6	295
4	2	2	2	2	2	1	3	2	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	1	0
6	2	3	1	2	10	4	2	14	5	3	12
11	5	13	1	2	3	1	4	10	6	1	7
697	110	144	1789	635	800	520	349	614	301	9	661
13	9	6	17	13	7	9	12	14	8	0	8
92	204	271	331	467	517	178	502	861	166	34	567
3407	2217	2933	4079	4403	5042	3128	5039	7427	4404	596	6623
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
14	1	2	3	0	3	2	1	8	5	0	4
0	0	0	0	0	0	0	0	0	0	0	0
5177	1526	3008	2670	1987	1750	1908	2409	2859	2535	267	4074
0	0	0	0	0	0	0	0	0	1	0	0
11	2	4	3	2	1	10	2	4	4	1	0
879	27	737	1307	468	312	214	422	173	73	19	1484
46	5	37	12	9	2	11	10	7	4	2	38
0	0	0	0	0	0	0	0	0	0	1	2
22	6	15	0	0	1	7	3	4	4	0	14
33	8	23	22	5	32	15	12	35	13	134	33
14432	6465	6652	9775	6418	7176	10018	8252	12798	14446	244	9973
700	351	424	718	482	504	598	568	807	802	46	595
2370	816	862	2132	1336	1361	1799	1373	1812	2454	51	1628
1526	608	545	1324	721	740	1056	857	998	1385	23	967
1226	485	477	585	302	345	598	595	658	907	21	621
5461	1637	1995	3062	1543	1702	3063	2043	2934	3916	34	2575
10881	4695	4023	7712	5035	4621	6936	6107	7246	9589	196	5993
1720	628	686	1960	1141	1166	1409	1137	1502	2227	33	1238
3276	999	974	2409	1214	1256	2195	1375	1942	3211	48	1521
4346	1481	1424	2972	2076	1677	3167	2210	2667	3972	102	2321
8532	3909	3856	7429	4498	4456	6883	5451	7012	9480	503	5562
15	5	19	2	1	7	10	9	8	4	0	15
263	139	162	17	16	21	87	118	170	153	4	119
43812	23882	41675	60813	54714	65326	45692	58191	87317	40958	3347	83119
37	20	41	11	19	9	15	15	30	20	3	28
959	841	1027	669	625	678	551	734	1247	848	29	924
29	30	28	68	56	70	37	58	62	52	3	74
569	256	538	515	513	621	444	649	1068	587	33	994
2973	1539	1534	2651	1875	1759	2237	2206	2761	3364	64	2258
