SRR1566022	SRR1566023	SRR1566024	SRR1566028	SRR1566029	SRR1566030	SRR2773794	SRR2773795	SRR2773796	SRR2773797	SRR2773798	SRR2773799
16785	8347	9307	16360	12617	13419	12257	13529	18812	16464	442	17103
178	94	89	233	162	184	169	176	203	169	7	180
7051	2501	1767	3423	2063	2019	4781	3450	3942	6356	111	2992
5915	1882	1843	3093	2239	2286	3910	2937	3825	5293	153	3053
2415	994	917	1791	988	1036	1835	1142	1787	2228	68	1464
27823	15640	20814	22290	15805	16614	16786	20109	27081	22130	944	30885
1010	431	363	1282	706	602	1147	736	844	1623	25	734
3426	1100	796	2288	1415	1095	2666	1598	1776	3524	61	1483
1911	759	839	1605	982	1226	1248	1225	1871	2039	29	1508
518	232	222	555	387	327	484	338	440	558	9	447
1010	517	499	416	309	338	629	589	862	741	41	675
2	2	2	5	6	2	0	2	3	2	0	0
1693	645	607	869	683	551	1018	860	963	1460	19	877
1223	359	403	613	407	443	778	470	622	1062	16	607
3237	1142	1059	1679	938	996	1861	1258	1644	2503	33	1379
3522	1539	1463	2663	1831	1632	2548	2087	2642	3347	50	2107
1662	1300	1427	1748	1807	1992	1795	2605	3485	2265	185	2834
4434	2239	3126	4423	3060	4001	3552	4325	6063	4117	246	5255
0	0	1	0	0	0	0	0	0	0	0	0
32	30	56	156	175	247	61	118	192	140	9	242
4886	2783	3143	4282	4408	4781	4324	5850	7699	5783	278	5966
1734	680	929	1513	1176	1309	1183	1228	1800	1734	42	1560
130	33	72	153	59	101	148	65	165	158	6	151
15	12	7	14	10	14	11	14	25	10	1	18
4171	1627	1772	5774	3100	3662	3339	3190	4263	4755	123	3610
5388	2440	2628	4096	3194	2962	3727	3567	5012	5353	106	3976
9484	3462	2864	4876	3708	3332	6587	4729	5814	9045	231	4422
6691	3473	2397	4771	2613	2157	4876	3767	4308	6983	130	3415
6681	2900	2971	5059	3476	3451	4443	3822	5246	6680	103	3988
1933	564	695	1231	589	739	1257	727	1119	1637	29	1114
786	225	339	533	228	266	492	302	531	778	5	456
2428	898	1087	1943	1298	1356	1571	1445	2122	2161	58	1925
5863	2769	2292	3839	3266	2761	4366	3803	4548	5611	144	3764
3907	1418	1489	3283	1867	1935	3116	2193	2794	4260	129	2514
4685	1505	1657	3271	1621	1734	2876	1831	2725	4140	51	2590
2800	1001	716	1849	1131	884	1913	1340	1218	2593	56	1352
4913	2392	1909	3699	2322	2239	3205	2915	3363	4029	60	3027
2255	676	749	1566	769	927	1473	880	1420	2071	30	1218
6188	3622	3373	5041	4632	4220	5417	5900	7772	6958	251	5922
502	347	305	759	538	680	667	702	1007	805	47	660
430	23	84	115	148	140	58	69	101	89	15	161
1641	1585	1810	1377	1932	2251	1561	2825	4281	1874	88	2859
7365	3980	4593	5921	5424	5541	4689	6521	8698	6435	207	7454
603	346	619	1154	837	1106	588	780	1299	758	50	1354
169	54	68	0	0	0	71	63	72	102	2	95
40	26	21	0	0	1	11	5	9	90	1	43
11788	4494	6409	7684	5933	5893	5933	6575	8486	7138	356	13256
4838	2527	2777	3055	2458	3047	3274	3596	5335	4159	109	4108
5930	2006	3057	6020	2702	3583	4212	3068	5110	5908	80	5173
2618	2538	3662	2989	2848	3778	2433	5046	7510	2812	146	6563
7041	2819	2842	5546	3591	3654	4993	4404	5956	6990	125	4704
463	213	167	453	310	288	419	322	404	543	15	360
201	265	323	437	485	581	317	693	980	278	59	579
754	505	1272	1590	875	1175	444	907	1680	805	26	2496
9	7	6	0	0	0	3	7	11	8	0	10
3751	1776	1881	3291	2404	2813	2929	3174	4417	3687	115	3444
2994	1085	1284	2297	1512	1717	2073	1754	2565	2815	50	2246
5570	2884	2750	3017	2520	2206	3577	3397	4240	4845	103	3667
36750	13863	11139	15105	8871	7340	24856	16116	19082	36079	1493	14679
290	76	96	192	97	75	217	113	159	263	5	143
1830	913	684	1518	1110	945	1303	1183	1407	1900	29	1164
24789	7187	16729	13307	12203	10028	8285	11851	13476	19444	1155	27858
2896	1304	1498	2751	2540	2861	2400	2437	3688	3202	112	3061
1160	601	741	1277	1032	1185	1139	1119	1629	1372	48	1301
9452	6676	9675	12400	9887	13460	11148	14279	22856	13732	825	17501
3379	1884	2144	4338	2685	2392	3046	3302	4466	3939	430	4735
5056	2232	1980	3952	2878	2533	5046	4014	4886	6907	133	3562
3836	1210	1125	2955	1492	1338	2746	1744	1981	3876	50	1864
12542	4871	5108	11261	6621	7464	9042	7642	9999	12174	277	9198
3945	2128	1681	4121	2308	2225	3379	2823	3484	4606	145	2965
16000	9352	13334	20978	22151	24221	10063	18540	27550	15515	752	28952
171	169	307	584	956	818	273	538	700	423	20	875
2242	1085	1548	2639	2384	2802	1890	2350	3845	2639	65	3556
3060	1840	2105	3045	2509	2443	1502	2362	3195	2200	132	3324
800	614	888	766	493	514	547	881	1193	814	24	1457
1679	1101	1305	1344	1619	1892	805	1961	2805	1290	63	2460
5199	3507	6155	10276	11990	13598	3143	8634	13654	5794	344	15235
18	30	37	890	1179	1122	115	382	573	211	34	583
321	112	155	32	38	38	118	129	224	167	3	194
14754	10045	16581	18459	19190	26064	15637	16057	32695	18263	1121	24981
11129	7058	9151	10461	8075	10726	8854	9346	16757	12157	423	12876
2045	969	893	1480	996	1027	1393	1200	1558	1899	23	1240
9858	4761	4769	7011	5122	5302	7058	6128	8531	9399	139	6583
11685	6219	6801	8051	7774	7767	8379	9269	13177	12435	239	10644
868	304	313	1037	532	538	602	424	497	775	21	628
320	92	126	328	183	199	199	167	188	317	6	248
8695	3062	2583	4408	2741	2270	5346	3740	4474	7913	107	3461
1540	492	498	998	500	558	989	633	850	1220	29	838
68	174	188	532	483	561	258	502	709	325	57	552
0	0	0	1	0	0	0	0	0	0	0	0
255	201	279	546	329	466	178	353	564	295	36	497
226	186	231	465	250	371	154	301	441	247	24	406
3735	1901	2130	3449	2958	3425	3811	4038	5406	4406	377	4548
35560	21434	28878	37411	25130	31908	28231	33447	50163	36946	1643	42832
26159	16473	23012	27598	16745	23281	21677	24576	38960	29340	1316	32714
18204	8170	10312	18385	14394	15590	13578	15272	21181	14207	729	18292
5208	2705	2042	4656	3601	3329	3935	3769	4254	3739	384	3692
1021	421	330	1235	547	639	1040	692	874	1150	22	626
4851	1515	1212	3573	1739	1865	3783	2186	2753	4402	92	2152
3510	1864	1620	2829	1997	1983	2672	2307	3067	3622	60	2284
7286	2182	2516	5278	3263	3783	5028	4031	5217	6783	288	4592
259	136	151	75	110	165	136	203	282	211	13	217
7118	2655	1852	9595	6333	4917	8195	5415	5886	11861	184	4668
1822	950	971	2708	2111	2151	2457	2380	3034	3041	241	2171
5727	1399	1456	4379	2835	3010	3885	2751	3244	4299	206	3381
2219	891	917	2118	1253	1448	1699	1305	2058	2204	45	1728
237	112	86	259	223	152	183	195	232	245	6	178
3932	2771	2654	4691	4630	4492	4068	4553	5924	5762	118	4636
31469	26362	24892	31593	31650	30764	23404	37226	47154	33448	1876	39558
2587	838	844	1395	937	824	1696	1063	1427	2356	43	1206
495	176	261	122	169	220	222	288	404	266	31	341
10543	6499	7737	8150	10189	11753	8887	13328	19034	9405	741	13870
7	1	3	1	0	1	4	3	8	5	11	3
144	81	84	225	178	142	111	153	181	146	5	154
422	153	372	955	1070	962	308	561	878	507	20	1045
845	410	589	1196	865	920	536	679	991	666	67	1048
1953	1063	2089	1802	1526	1725	1314	1755	2583	1565	123	3052
127	49	164	393	231	151	110	171	186	70	12	290
1055	1314	1041	1252	2036	1639	1555	2679	3371	1966	88	2260
4409	2115	2184	3640	2529	2678	2972	2852	3711	4327	79	3633
4563	1921	1614	2750	1707	1517	3115	2355	2822	4431	63	2237
4745	2143	4086	3137	2635	3646	2459	3182	4953	3599	162	6844
122	33	31	4	3	5	31	31	32	64	1	26
1751	448	428	72	38	61	573	379	535	801	6	419
200	56	41	147	59	59	132	70	97	166	1	89
1043	461	342	642	409	381	670	486	611	940	20	551
2664	939	1007	1577	937	991	1572	1198	1570	2335	37	1364
3355	1395	1897	1990	2016	1907	1942	2066	3228	2663	249	2672
1146	475	733	535	491	441	581	583	904	794	32	868
12	8	3	9	4	8	10	7	14	14	0	21
16	6	9	14	10	9	10	12	19	20	0	14
0	0	0	0	0	0	0	0	0	0	0	0
51	17	48	15	156	118	64	52	124	39	36	51
4335	2560	2775	3546	2625	3067	2866	3592	4946	3534	82	4049
2908	1420	1423	2044	1593	1628	1819	2065	2496	2222	42	2159
7147	2194	2351	4917	2658	3153	5364	3361	4692	6854	121	4007
1370	474	520	1187	950	975	1050	1071	1373	1259	31	1232
2957	1133	1271	1924	1461	1679	1934	1742	2458	2684	70	1985
981	356	500	733	532	635	582	595	973	718	23	931
7666	2400	3096	5154	3023	3370	4934	3484	5161	7079	110	4533
2038	534	520	1813	1400	1359	1733	1186	1610	2171	34	1258
3610	1052	913	2572	1529	1340	2572	1711	1762	3508	70	1482
2676	980	841	1904	1205	1175	1692	1373	1542	2017	52	1616
2017	734	662	1637	949	1031	1261	1096	1279	1477	39	1346
6286	3583	4808	6188	8429	8013	5393	9396	11561	6063	303	10142
1420	1001	2307	2065	2151	2359	724	2015	3389	1771	178	3732
490	339	763	3582	2224	2701	525	1391	1835	1001	40	3403
4881	2703	3322	4886	5619	7583	5111	6575	10738	4880	309	7396
23873	12466	9197	12582	11677	8968	15446	14716	16363	21344	322	13176
3316	1309	1224	2608	1666	1657	2718	1621	2484	3423	50	2251
6282	2382	2044	4724	2759	2543	4478	3194	3924	5634	87	3558
7077	3481	4044	5633	4036	4068	4832	4907	6764	6872	98	5492
945	260	277	405	278	316	485	305	431	536	5	420
1295	305	322	932	483	508	765	491	601	889	12	671
29665	10853	10887	19586	12731	12408	22450	17167	22383	32017	839	17394
2052	1019	1159	1764	1530	1398	1174	1510	1879	1500	143	1869
24	20	11	6	4	3	9	15	13	9	3	13
427	220	253	28	32	31	208	165	213	287	17	278
4827	3250	3908	6801	4676	4964	7848	4919	7089	4996	303	5701
4000	1217	1603	4195	2237	2455	3330	2221	2924	3843	216	2994
3333	1133	883	1639	984	747	2352	1401	1547	3148	62	1127
5806	3089	2230	4161	2737	2352	3941	3656	4144	5813	83	3072
95	154	217	186	225	291	160	376	522	169	12	340
5280	2222	1515	3410	1848	1604	3377	2563	2817	4730	91	2441
2675	1565	2009	4260	2998	3644	2028	3065	4135	2496	211	4561
777	881	996	1500	1943	2281	1303	2568	3580	1397	177	2470
0	1	2	6	4	6	2	4	6	2	2	5
0	0	0	0	0	0	0	0	0	0	0	0
474	201	205	347	278	233	316	307	395	485	23	314
1830	594	631	1608	805	823	1405	944	1220	1921	32	1167
13	15	22	7	5	6	14	14	25	23	3	27
2	9	8	2	3	1	5	5	4	7	0	5
6899	2785	3630	4589	3322	3655	4593	4437	6948	7027	130	5273
1151	512	483	1353	758	940	1124	967	1464	1581	30	1186
1049	389	370	1232	638	735	1005	761	1112	1467	18	997
1	0	1	0	0	0	0	1	1	1	0	1
1	0	0	0	0	0	0	0	0	0	0	0
940	897	959	2258	1629	1840	1404	2245	2944	1389	153	2029
5	12	22	4	37	47	10	52	93	12	20	78
0	0	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	1	0	0	2	0	0	0
1217	712	533	761	608	633	857	920	1101	1197	34	853
14359	6183	6347	7144	5863	5304	9393	8366	10974	14585	221	8133
644	567	864	1204	1109	1299	669	1163	1676	738	136	1611
13	19	19	3	9	11	13	20	21	12	6	10
3	2	3	15	12	0	2	6	0	0	0	4
1	0	1	0	4	4	1	2	3	1	0	1
1	0	0	4	0	1	1	0	0	0	0	1
2	3	7	5	4	1	1	6	4	2	1	6
3	1	1	0	0	0	2	1	0	3	0	2
0	1	1	6	4	2	1	0	1	1	0	2
4682	3294	5886	6326	1933	1704	2544	3544	5796	5139	175	6151
7	1	5	0	3	0	3	4	5	1	0	4
2731	1934	3050	2431	742	703	1563	1989	3202	2688	87	3356
1254	851	1804	3264	531	183	620	751	1259	1877	47	1327
12	2	16	18	3	0	50	4	4	12	2	2
7	3	17	19	29	45	7	9	33	16	0	35
93	81	148	75	49	120	34	118	209	67	7	207
440	265	659	312	399	391	156	395	743	359	23	901
2025	699	623	1405	755	698	1376	1120	1199	1963	42	1059
4872	1734	1337	3010	2085	1733	3669	2704	3010	5009	79	2492
9180	3450	4602	5630	3090	3873	5693	4479	6970	8152	86	5896
41026	27226	29438	38433	28679	31278	28725	38613	53482	41225	931	43856
436	229	672	1536	1555	2367	649	1347	2081	533	68	1921
10540	5862	6615	10997	9711	10464	9369	11081	15889	11876	330	12179
1931	971	1845	2997	2361	3006	1601	1850	3513	2422	96	3714
7291	4271	4567	4936	4950	5048	6296	6706	10054	7986	302	7515
3156	2260	2973	2205	1824	2530	2231	2758	4663	3083	91	3755
18	10	22	31	12	19	18	22	37	16	1	24
1105	633	618	1417	1004	1129	940	1107	1570	1178	28	1168
2561	893	817	2098	1214	1239	1856	1365	1717	2540	48	1447
646	780	1027	629	1120	1590	716	1801	2732	644	106	1944
8037	4941	5320	8575	6184	6954	7250	7797	11126	8548	326	8104
18	11	12	12	6	7	12	25	27	12	2	12
10735	5566	6004	9357	7960	8118	8457	9277	12321	11186	369	9552
1996	1170	1525	1270	1160	1321	1139	1319	1950	1518	57	1934
2164	913	1074	1687	1045	1396	1335	1191	1794	1848	48	1697
5319	1933	2220	4249	2566	2755	3708	2789	3786	5242	111	3538
2631	916	1011	1891	915	1056	1653	1131	1643	2544	31	1489
4980	2186	2362	4120	2623	3083	3423	3082	4371	4990	135	3835
9295	3832	3809	6395	4138	4808	6077	6008	7637	7917	743	6964
2489	891	785	2131	890	955	2029	1053	1309	2506	36	1289
3329	1205	1165	1971	1483	1267	2136	1767	2047	2796	56	1739
54	20	22	41	42	37	40	44	44	39	3	46
6222	2569	2146	4737	2968	2505	4546	3457	4200	6533	100	3498
10	0	1	1	1	0	5	5	0	1	0	2
5220	1607	2676	2793	2439	2333	2818	2605	3780	3821	124	4181
1472	534	614	1309	849	881	1030	832	1212	1428	31	1102
7	2	2	4	7	4	4	9	7	9	2	4
111	27	74	1	9	9	39	33	35	37	9	33
215	38	91	0	2	3	67	63	49	61	3	49
2641	938	2512	1495	1835	1811	1207	1945	2889	2020	77	3102
1331	640	717	1274	789	832	1033	912	1334	1421	33	1080
3755	19331	42222	15729	55333	97266	10590	82512	155521	8700	5120	114874
10	120	205	16	323	400	26	435	603	16	71	562
2256	561	1319	2310	2139	2154	1164	1302	1704	2159	139	3180
338	61	198	556	528	589	304	306	370	502	19	719
1031	439	755	1588	926	947	744	878	1062	790	37	1588
14674	6557	5757	10687	8430	7778	11608	11136	13440	15268	497	10721
2457	857	839	1398	964	906	1507	1374	1648	2199	68	1329
157	166	211	250	220	280	141	303	420	150	16	448
727	437	566	1160	884	1131	731	918	1308	842	58	1108
6022	3035	3220	4045	3309	3283	5086	4375	6463	6953	158	4436
1	7	2	1153	985	775	256	355	386	490	14	394
35	38	97	1	2	2	12	23	57	29	1	53
2153	335	760	916	1142	763	562	497	709	843	33	525
1606	160	502	212	320	150	9	4	2	43	6	9
36	16	37	17	8	13	22	22	27	18	3	46
11972	7759	6762	9806	8814	7738	9472	11102	13092	13453	295	10809
543	504	395	129	104	111	252	343	549	343	8	350
6167	2553	2479	3789	2702	2675	4800	3854	5037	6997	361	3880
758	217	261	792	390	417	549	362	505	863	13	444
4594	2071	2062	3676	2936	2931	2731	3547	4079	3732	160	3830
4659	1629	1388	3400	2110	2131	3036	2489	2912	3862	98	2510
10698	5638	4781	9418	5751	5032	11639	8719	10370	14993	339	7637
3304	3291	3141	4503	3801	3923	4963	5511	7522	5246	305	5780
6595	3339	3254	8518	5620	5291	5855	6180	7464	7588	190	6364
2593	1473	1262	2512	1944	1735	1983	2317	2413	2478	90	2042
158	158	161	193	148	196	216	343	422	161	20	269
5567	2768	2647	4817	4163	2915	4436	4360	5174	6119	87	4365
7005	4173	6114	8309	5733	7319	5135	6311	10133	6678	228	9164
2091	819	861	1205	845	938	1378	1073	1444	1747	30	1408
874	241	297	441	273	332	511	299	446	640	15	508
2103	864	606	886	569	544	1239	877	927	1646	13	915
113	40	35	1	3	2	50	21	42	107	1	63
5001	2198	1897	3545	2202	1907	3329	2779	3402	4780	63	2915
1057	764	985	3419	2847	3094	2434	2497	3901	2733	128	2893
2	2	5	3	1	3	3	2	2	2	1	1
1632	537	566	1326	813	817	1337	916	1225	1822	42	1042
69	88	68	146	168	200	84	199	299	90	37	163
16665	7374	6610	8180	8267	6637	12581	10368	12707	16690	320	9321
845	504	396	377	283	288	420	478	619	626	19	488
27125	14805	13194	16100	12773	11537	16844	17193	21863	24816	440	18781
969	796	861	1034	975	1337	928	1537	2524	931	207	1747
23	3	34	102	21	12	4	26	13	3	0	83
1	0	0	0	0	0	0	0	1	1	0	1
199	58	110	146	107	145	118	89	107	138	4	223
2039	953	933	1826	1556	1421	1325	1519	2010	2184	21	1505
0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	0	1	0	0
62	60	70	36	89	50	65	65	81	87	2	154
0	0	0	0	0	0	0	0	0	0	0	0
6259	4332	5162	6550	5727	5859	5200	6662	9842	7601	236	7729
2717	1831	2301	3615	3043	3099	2707	3369	4922	3844	148	3901
3820	1468	1341	2636	1493	1370	2791	1907	2318	3886	107	1798
3596	2708	2572	2208	2772	3017	3102	4784	5979	3672	375	4911
4390	2129	2501	4321	2734	3429	3762	3300	5609	4791	48	3971
72	42	41	44	30	21	33	31	43	54	3	41
5466	4230	4410	7028	7691	7122	7486	9043	13072	8863	957	9159
51169	32411	51389	48145	34764	50127	37388	47233	82486	52621	2762	67954
3186	1865	2036	3361	3088	3743	3006	3745	5304	3405	152	3970
9440	5131	7279	7822	7762	8079	6918	8325	12341	10076	350	11608
2877	2072	1988	3161	2472	2448	2307	2847	3645	3554	50	2974
800	387	329	569	465	303	427	549	571	528	9	449
5099	1996	2043	4544	2658	3091	3983	2982	4084	5025	131	3812
333	348	266	975	785	764	609	623	743	759	54	724
12510	6768	5206	7054	4908	4328	8425	7779	9471	11580	189	6807
8828	2921	2968	6704	3815	3670	6025	4643	5744	7942	217	5213
14447	8519	10013	13112	11055	11886	10247	12595	17735	14633	535	15692
1698	683	851	1432	964	1252	1129	1089	1627	1713	59	1438
7288	4387	5348	5172	5223	5066	4224	5967	8258	6515	229	7753
1002	412	434	695	375	392	629	505	682	883	12	622
21067	7665	7434	11304	7659	7866	13632	10066	13594	19148	352	11247
142	52	67	82	51	53	49	47	79	73	2	49
71	39	39	63	55	51	49	63	86	67	3	76
134	67	69	22	40	47	59	43	83	22	10	49
239	116	152	14	23	34	78	81	144	41	6	80
1820	786	2717	89	862	526	588	332	652	700	280	777
863	485	1474	56	544	348	293	239	436	302	189	534
250	230	424	24	21	35	94	180	375	95	15	228
248	351	588	14	5	7	79	208	434	132	21	221
3040	1125	1185	3350	2755	3093	2797	2861	3567	2991	106	2804
5437	2332	2117	3329	2494	2185	3814	3362	4309	4583	157	3118
2497	1428	1922	2617	2081	2735	2561	2800	4465	3199	76	3474
1534	614	690	1499	1002	1015	1204	1026	1363	1480	50	1173
70445	48544	61030	65376	51369	61615	51383	65734	107020	70347	3485	89181
6664	2734	3275	4779	2858	3416	3848	3770	5119	4723	105	4468
9867	4360	3814	5973	4670	4215	7871	6643	8100	10790	255	6144
15577	7009	6805	9693	7786	7836	10691	9968	13126	14336	277	10074
3857	1483	1704	2266	1455	1467	2330	1845	2594	3466	86	2183
2845	1690	1473	2095	1609	1487	1876	2088	2408	2794	67	1994
17	16	11	47	42	30	25	36	48	24	2	35
28	74	102	31	62	75	30	152	220	40	11	168
2	3	2	3	1	2	4	2	8	1	0	4
3	1	1	0	0	1	2	1	3	0	0	1
4	0	7	1	1	0	1	5	4	2	0	11
5493	2862	1929	3658	3144	2300	3648	3346	3469	5576	83	2829
3825	1328	1502	2286	2397	2325	2433	2423	3428	3261	61	2606
1195	330	344	829	439	511	800	460	716	1151	25	641
2406	663	677	1472	740	729	1356	867	1184	1892	23	1154
1536	558	490	1021	538	547	1086	668	796	1391	24	749
2009	497	604	1044	615	652	1243	661	1063	1622	29	916
4226	1166	1130	2259	1208	1173	2797	1470	1910	3998	50	1563
9759	2933	2427	5145	3389	2683	7998	4475	5549	11238	213	4330
10105	4485	3671	7555	5866	5133	7703	6505	7481	9637	169	6486
8583	2816	3740	5254	4319	4658	5296	4529	6698	7044	98	6102
1488	491	483	1592	883	818	1174	915	1065	1665	30	977
3540	1426	1481	2705	1648	1680	2224	1981	2508	3242	80	2249
2077	1099	1127	1819	1114	1235	1399	1377	1915	2017	64	1625
3002	1553	2676	4522	3308	4492	3110	3136	5233	4029	102	5344
2590	1369	2393	3976	3001	4068	2576	2774	4597	3402	90	4867
2721	2466	2729	2944	3446	3428	3486	4630	6582	4242	147	4824
7236	3671	3986	3521	2729	2693	4346	4370	6084	5594	128	4963
2576	1960	2281	1765	1788	2210	1602	2177	3458	2342	69	2785
1069	1138	1671	3081	2411	2861	1601	2668	4351	1614	294	3777
401	303	466	350	474	608	315	540	953	458	55	680
1897	751	733	1813	1094	1162	1547	1203	1634	2238	44	1378
899	420	510	1043	774	881	828	765	1177	1203	22	988
10	67	104	29	131	285	27	230	456	19	13	242
2	69	119	3	175	327	14	240	422	10	34	395
5578	3091	2249	8294	3879	3326	6579	4222	5227	7883	290	4052
13204	6641	5514	13552	8864	7992	13230	10112	12597	18611	1082	10675
9	6	4	1050	953	1082	38	103	63	2129	37	1086
291	341	449	91	172	172	171	356	676	214	52	421
96	132	159	430	251	244	126	272	329	158	12	371
916	337	329	2366	1094	1111	1470	934	1195	2086	29	1048
20302	6445	8329	16177	11305	10430	11902	10360	13561	14967	437	17229
3236	1047	1043	2072	1275	1365	2142	1511	1989	3138	33	1638
2923	1138	1327	2206	1205	1488	2090	1522	2377	3045	66	2010
41	252	309	109	330	328	91	439	660	88	22	450
11854	7995	6835	3772	3912	3426	7476	8584	11708	10190	292	8560
4543	1724	1176	2926	1416	1068	3036	1940	2071	3861	100	1984
1721	1601	2196	4851	4013	4894	2911	5177	7304	2345	135	4925
7339	2249	2253	5341	3613	3384	5412	4041	4952	6411	187	4200
1893	628	577	1995	1138	1084	1861	1196	1420	2658	45	1260
2787	1396	2320	2959	2037	3069	2288	2573	4395	3181	147	4024
140	68	168	171	211	259	148	212	275	125	38	457
2836	830	921	1776	1014	1111	1998	1208	1996	2865	30	1588
4454	2510	2142	3837	2386	2440	3109	3119	3691	4407	78	3211
10498	3983	4775	7839	5785	6563	7734	6656	9960	10850	184	8386
2805	1603	1762	2032	2330	2389	2528	2773	3991	2836	169	3066
0	0	1	0	1	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0
1243	636	425	832	699	560	846	829	812	1106	27	663
7913	3655	2675	4884	3868	3178	6833	5080	5791	8224	247	4313
29	10	10	19	8	7	19	16	13	19	0	7
1747	547	903	1344	950	1016	687	1085	1545	936	50	1601
10318	4402	5577	5453	4010	4333	5932	5903	8588	7306	184	6859
1803	610	728	1652	915	895	1484	1006	1385	1982	38	1110
150	79	136	5	3	1	27	37	57	63	2	51
33	25	28	18	20	31	25	20	54	26	4	38
5176	2658	2245	3892	2774	2389	3691	3369	3978	5331	81	3318
3798	2060	2686	3092	2418	2997	3714	3660	5805	4884	188	4427
5445	2472	2535	3936	2757	2859	4299	3555	5050	5943	139	4077
3701	1645	1633	2811	2026	2328	2932	2745	3576	3855	121	2723
312	166	188	328	237	291	280	277	465	320	15	348
2809	1429	1720	7848	5014	4499	3670	3686	5864	4345	157	4796
4214	2255	2190	3824	3116	3411	3550	3860	5085	4248	308	4181
9257	3236	3657	7340	4021	4256	6340	4688	6620	9142	151	5738
14924	5927	6067	10990	9590	10400	13041	12469	13914	14395	608	11275
9669	3998	4577	8466	7896	9057	8636	9904	11140	8658	470	8943
5010	1387	2458	4211	2467	3166	3496	2620	4406	4972	94	4128
4192	1866	2092	3386	2317	2644	3062	2959	3914	3863	116	3232
12466	6418	7699	9046	8995	8631	10445	10856	14515	14316	542	12528
1429	3003	3130	1332	2203	2182	2051	4138	5975	2062	280	4663
270	156	150	362	225	250	307	257	360	386	33	287
1742	608	622	1216	763	792	1551	1012	1305	1973	72	1009
1983	1121	745	2853	1581	1341	3139	1809	1968	3675	128	1563
2	6	10	6	9	36	3	16	28	13	3	19
3318	2700	2717	5296	4344	4733	4126	5299	7157	4375	449	5292
34166	13580	17673	28214	21994	28387	25902	26474	41401	32206	1436	33157
52240	36348	34994	61928	66455	64179	89004	86848	118719	129938	26798	82708
1450	577	843	1563	836	1010	950	1040	1276	1230	26	1446
150	91	78	144	87	91	99	110	122	104	6	106
5708	3210	3300	3964	3521	3385	4029	4223	6065	5373	128	5123
7665	3668	4077	5682	4805	5154	4951	5079	7425	6416	164	6426
3622	1206	1362	2768	2130	2228	2524	2138	2943	3013	63	2630
2724	1602	1697	2609	2129	2097	2082	2290	3071	2779	70	2814
8653	3500	3612	6147	4918	4970	6913	5686	7590	10089	196	5937
1953	767	750	1711	972	999	1434	1204	1485	2013	52	1345
2375	1096	958	1042	645	557	1155	1097	1270	1585	26	1095
2950	1344	1533	3068	1990	2166	2208	2146	3041	3285	78	2680
4946	2459	4323	4439	3325	4714	3559	3690	6867	5060	89	6417
14708	6107	7815	12743	8436	9487	10051	8885	13507	14216	250	13016
1351	501	455	1049	629	645	929	706	882	1206	18	750
2674	1294	1232	2238	1521	1499	2003	1960	2368	2724	77	1919
3056	2089	2403	4815	4275	4830	3196	4101	5746	4271	239	5231
4262	4368	4336	5393	6914	6794	5773	9229	12483	6675	316	8518
12978	5327	4087	10527	5292	5357	11806	6010	8457	16285	312	7773
49451	22997	21713	35112	27848	28569	46455	35458	52369	68821	1494	42931
3705	1527	2426	4958	3027	4285	3448	3229	5747	4188	94	4659
1830	1515	1891	1851	1916	2465	1358	1922	3223	1956	94	2471
6	5	8	6	6	5	5	8	12	2	1	14
515	274	340	650	419	415	446	486	771	484	32	659
4546	3148	4307	8178	5612	7671	4313	6267	9214	5179	263	8495
4543	1741	1346	4589	2910	2406	4471	3146	3384	5457	116	2647
4221	911	1486	1989	1068	1290	1925	1199	1810	2357	56	2892
8914	3284	3234	6800	4488	4653	6416	5089	6424	8997	158	5580
3978	1763	1413	2447	2018	1500	2663	2340	2628	3724	50	2187
2222	885	817	1218	773	686	1416	1054	1191	2080	31	983
4304	1863	1999	4085	2260	2378	3278	2638	3415	4287	115	3318
5831	3372	4055	5622	4765	4942	4508	4972	7360	6135	196	6017
0	2	3	7	6	6	3	1	5	2	0	11
17959	15317	26803	20590	18282	28778	15437	23315	44386	19957	1996	36632
8251	3376	3806	4990	4287	4733	5569	5175	7696	7010	206	6155
6883	2639	2319	6269	3946	3864	6201	4499	5542	8155	151	4548
2290	1578	1512	4832	4035	4974	2825	4463	6267	2670	100	3585
1921	1019	1169	2052	1296	1707	1602	1422	2422	2367	38	1956
5963	4760	4959	4047	5855	5618	5923	8658	12002	7452	308	8219
3007	1412	1568	1080	590	619	1558	1286	1845	4305	111	3617
40	9	21	12	7	18	13	9	16	32	4	23
891	594	818	4	1	4	290	408	617	2677	67	2609
839	1147	1122	1220	1216	1346	1146	2092	3079	1199	54	1936
8580	6202	5332	5227	5463	4788	6074	7496	9316	8477	184	6992
1400	1166	960	775	939	884	918	1382	1785	1332	28	1291
2116	2315	3218	3315	5435	5378	2840	5100	6604	2747	358	7751
3081	1035	1120	2750	1731	1647	2408	1784	2474	3236	57	2172
706	954	952	1074	909	1107	804	1319	1822	732	82	1496
650	926	912	948	823	979	762	1234	1648	667	78	1401
181	59	199	169	107	116	44	121	180	112	10	205
239	176	165	161	175	137	129	207	286	163	28	255
0	0	0	0	0	0	0	0	0	1	0	0
